17	0
17	1
17	2
66	2
66	3
643	4
643	5
53	6
53	7
53	2
527	8
527	9
1032	10
1032	8
1032	11
1032	9
1032	2
291	12
291	13
291	8
291	10
291	14
291	9
291	2
44	4
44	13
44	15
44	2
307	9
307	16
563	4
563	17
791	18
791	19
791	20
779	8
779	11
779	9
779	2
1107	8
1107	13
1107	9
1107	2
780	13
780	21
780	22
780	2
802	22
802	23
802	24
802	2
775	25
775	1
775	26
775	2
957	27
957	28
957	19
777	13
777	29
777	2
324	30
324	2
281	31
281	32
1403	33
1403	19
1402	4
1402	34
652	35
652	2
652	3
1353	24
1353	2
191	36
191	37
597	4
597	5
597	38
597	2
435	8
435	2
435	39
435	40
435	9
1147	41
1147	42
1406	43
1406	4
1406	44
1406	45
1406	46
631	8
631	12
631	9
631	47
686	48
686	19
686	49
686	50
686	51
969	21
969	2
580	4
580	52
580	17
498	8
498	53
498	54
498	9
498	2
498	29
810	4
810	5
810	55
810	2
194	21
194	2
812	56
812	4
812	55
812	2
812	52
721	57
721	58
721	59
721	60
1748	61
1748	62
1748	63
1072	64
1072	53
1072	2
1524	65
1524	66
1524	12
1524	67
109	4
109	68
109	69
362	2
362	3
593	10
593	8
593	9
144	70
144	10
144	8
144	9
144	2
245	43
245	4
160	65
160	12
364	2
364	3
1018	4
1018	17
813	11
813	1
813	2
409	12
409	71
409	61
409	45
409	72
409	73
773	74
773	12
773	75
646	4
646	17
173	76
173	77
173	2
1156	29
1156	2
139	21
139	2
116	11
116	2
145	0
145	29
145	2
92	8
92	21
92	9
92	2
73	10
73	8
73	78
73	9
73	2
814	13
814	2
284	9
284	8
284	1
284	2
1407	76
1407	77
1407	2
21	79
21	80
21	2
529	4
529	5
1066	81
1066	82
1349	11
1349	2
531	30
531	2
522	83
522	8
522	9
522	2
510	8
510	84
510	9
510	85
510	11
510	2
1392	4
1392	86
1392	52
1392	2
1392	3
1054	87
1054	88
1054	89
460	90
460	1
460	2
89	4
89	17
89	79
89	2
193	30
193	2
818	4
818	5
147	91
147	53
147	2
1099	91
1099	53
1099	92
1099	2
280	2
280	3
1143	93
1143	2
1238	4
1238	17
415	1
415	2
273	4
273	5
1083	4
1083	17
615	57
615	94
954	95
954	19
591	76
591	2
220	96
220	76
220	2
535	12
535	97
37	30
37	2
712	21
712	2
1319	93
1319	2
1527	2
1527	3
521	4
521	52
521	98
1086	4
1086	17
431	4
431	68
517	99
517	12
517	97
710	8
710	9
130	4
130	100
130	17
130	101
130	52
1151	12
1151	102
398	91
398	1
398	26
398	2
636	4
636	5
690	2
690	3
221	21
221	2
1146	6
1146	2
1061	87
1061	31
1061	103
206	31
206	104
1414	87
1414	31
1414	103
148	30
148	2
195	21
195	2
223	10
223	105
223	9
223	8
223	2
1437	106
1437	2
1016	4
1016	5
807	11
807	2
255	43
255	4
722	21
722	2
1110	107
1110	108
1110	19
1497	109
1497	82
400	21
400	2
1518	110
1518	2
1048	111
1048	2
658	4
658	17
658	112
658	2
1655	9
1655	8
1655	1
1655	2
169	110
169	2
1008	8
1008	13
1008	9
1008	2
960	4
960	17
960	112
960	2
155	111
155	2
207	13
207	29
207	2
189	30
189	2
189	3
112	6
112	13
112	93
112	2
793	8
793	2
793	9
793	3
175	4
175	68
1002	10
1002	8
1002	13
1002	9
1002	2
374	8
374	13
374	9
374	2
399	0
399	1
399	2
323	2
323	3
629	106
629	2
1044	11
1044	2
0	3
0	21
0	2
1077	33
1077	19
1374	91
1374	2
122	43
122	4
137	92
137	53
137	2
67	24
67	2
42	3
42	21
42	2
197	76
197	77
197	2
76	21
76	2
651	8
651	13
651	6
651	9
651	39
651	2
208	113
208	19
576	4
576	5
1311	57
1311	114
507	115
507	28
507	19
507	116
507	117
977	81
977	118
977	119
977	82
381	23
381	2
474	77
474	2
1024	43
1024	4
1024	120
451	8
451	13
451	9
451	2
1045	82
1045	121
1045	122
1045	123
1045	124
1045	61
1019	11
1019	2
351	81
351	82
351	125
39	8
39	2
39	13
39	39
39	9
1004	8
1004	13
1004	9
1004	2
248	43
248	4
248	69
823	4
823	68
823	5
970	4
970	1
970	120
970	0
970	2
188	19
188	126
188	20
188	127
188	31
188	18
188	128
188	95
612	4
612	129
612	0
612	130
612	87
612	2
1522	4
1522	17
465	4
465	17
691	28
691	19
691	107
691	131
691	132
691	133
1239	8
1239	21
1239	9
1239	2
312	2
312	3
687	134
687	135
687	2
1240	8
1240	4
1240	120
1240	136
1240	9
1240	85
413	0
413	2
578	0
578	137
578	138
578	2
424	6
424	7
424	2
1047	24
1047	2
568	11
568	2
466	1
466	2
1310	76
1310	139
1310	24
1310	2
297	8
297	9
4985	3
4985	21
4985	1
4985	2
5264	66
5264	67
5430	65
5430	12
4195	70
4195	2
5209	19
5209	140
5209	141
5662	30
5662	13
5662	2
5585	112
5585	2
5940	142
5940	19
5397	2
5397	21
5397	3
5502	13
5502	93
5502	2
4127	113
4127	19
5412	8
5412	26
5412	54
5412	9
5412	3
5412	2
2738	143
2738	144
2738	37
5537	145
5537	24
5537	2
6033	78
6033	2
4486	87
4486	31
4486	103
2791	11
2791	146
2791	138
2791	2
2797	147
2797	13
2797	8
2797	10
2797	9
2797	2
5973	91
5973	13
5973	53
5973	2
4824	65
4824	12
2810	13
2810	93
2810	2
2818	6
2818	78
2818	1
2818	2
2922	4
2922	5
2424	8
2424	2
2424	13
2424	39
2424	9
5305	12
5305	97
3237	10
3237	105
3237	9
3237	8
3237	2
5255	24
5255	2
5785	6
5785	8
5785	2
5785	39
5785	9
1350	87
1350	31
1350	103
3760	8
3760	13
3760	10
3760	9
3760	11
3760	2
4137	146
4137	2
1743	11
1743	146
1743	2
4238	87
4238	31
4238	103
5291	148
5291	149
5291	59
5291	150
5291	151
4242	31
4242	104
6011	7
6011	79
6011	2
2882	12
2882	97
1624	152
1624	146
1624	2
5791	112
5791	7
5791	1
5791	2
2934	11
