0,0,10
0,1,9
0,2,8
0,3,10
0,4,9
0,5,9
0,6,9
0,7,8
0,8,9
0,9,8
0,10,9
0,11,7
0,12,10
0,13,6
0,14,8
0,15,9
0,16,10
0,17,9
0,18,9
0,19,9
0,20,10
0,21,10
1,22,8
1,23,9
1,24,7
1,25,10
1,26,10
1,27,9
1,28,9
1,29,8
1,30,6
1,31,8
2,32,10
2,33,7
2,34,2
2,35,7
2,36,8
2,37,9
2,38,7
2,39,7
2,40,9
2,41,8
2,42,6
2,43,5
2,44,8
2,45,8
2,46,8
3,47,10
3,48,7
3,49,9
3,2,9
3,38,7
3,50,10
3,51,7
3,52,9
3,53,7
3,54,9
3,55,6
3,56,6
3,57,5
4,58,7
4,59,9
4,60,10
4,61,9
4,62,9
4,63,9
4,64,9
4,65,9
4,66,9
4,67,8
4,68,9
4,69,8
4,70,9
4,71,9
4,72,8
4,73,7
4,74,8
5,75,9
5,37,10
5,76,10
5,77,9
5,78,10
5,2,10
5,79,10
5,80,10
5,81,10
5,82,10
5,83,9
5,7,10
5,84,10
5,85,10
5,86,9
5,87,9
5,88,10
5,89,7
5,90,10
5,91,7
6,92,10
6,7,10
6,93,10
6,94,10
6,95,6
6,96,10
6,97,10
6,98,10
6,99,9
6,100,10
6,74,10
7,101,8
7,102,7
7,103,7
7,104,8
7,105,6
7,106,7
7,107,7
7,108,7
7,109,5
7,110,7
7,111,6
7,112,7
7,113,7
8,47,10
8,114,5
8,115,5
8,108,8
8,116,7
8,117,4
8,118,4
8,119,8
8,120,5
8,121,10
8,122,5
8,57,10
9,123,8
9,37,9
9,124,7
9,125,8
9,126,8
9,24,8
9,127,10
9,128,6
9,129,7
9,130,9
9,131,7
9,132,6
9,133,10
9,134,8
9,122,6
9,135,7
10,136,6
10,59,7
10,137,5
10,138,7
10,139,7
10,140,8
10,6,9
10,141,8
10,142,7
10,143,7
10,144,7
10,145,9
10,146,8
11,147,10
11,148,10
11,149,10
11,36,10
11,150,7
11,151,8
11,152,10
11,153,10
11,108,10
11,154,10
11,132,8
12,155,6
12,156,8
12,157,7
12,158,9
12,159,8
12,160,8
12,161,8
12,162,7
12,163,7
12,164,10
12,165,10
13,47,8
13,166,9
13,167,10
13,168,9
13,33,10
13,34,9
13,169,10
13,170,5
13,36,10
13,37,10
13,38,5
13,171,9
13,172,10
13,173,10
13,174,10
13,175,10
13,176,9
13,177,10
13,178,9
13,179,9
13,180,8
13,181,10
13,182,10
13,5,10
13,183,9
13,127,10
13,128,7
13,184,10
13,185,8
13,141,9
13,186,10
13,187,10
13,89,8
13,45,10
13,188,10
13,100,10
13,74,9
13,119,10
13,189,5
13,190,10
13,191,9
14,192,7
14,36,4
14,37,4
14,193,5
14,194,6
14,7,10
14,195,8
14,196,5
14,197,5
14,198,1
14,199,10
14,200,9
14,201,8
15,34,10
15,202,9
15,203,10
15,204,10
15,205,7
15,206,8
15,161,10
15,163,10
15,60,9
15,207,10
15,208,10
15,209,10
15,210,10
15,211,10
15,212,7
15,213,10
15,214,10
15,215,5
16,216,6
16,217,10
16,218,6
16,219,5
16,40,6
16,220,8
16,221,9
16,222,8
16,223,10
16,224,10
16,225,10
16,226,10
17,227,6
17,228,3
17,229,1
17,230,6
17,231,7
17,126,9
17,232,6
17,233,2
17,234,8
17,235,7
17,236,6
17,237,6
18,238,10
18,1,8
18,239,6
18,240,8
18,241,7
18,59,9
18,242,6
18,243,7
18,244,8
18,245,8
18,246,8
18,247,7
18,138,5
18,248,9
18,249,10
18,250,8
18,140,10
18,251,7
18,252,6
18,253,8
18,254,8
18,255,8
18,25,10
18,26,9
18,256,10
18,257,8
18,17,8
18,225,7
18,258,8
18,259,7
18,260,8
18,261,6
18,262,7
18,263,8
18,264,8
18,191,9
19,265,8
19,47,9
19,238,8
19,266,8
19,267,10
19,149,5
19,192,7
19,268,6
19,269,7
19,270,10
19,271,9
19,272,10
19,218,10
19,232,9
19,273,9
19,40,9
19,274,7
19,275,9
19,276,8
19,277,8
19,278,9
19,73,2
19,279,7
19,280,8
19,132,9
19,281,1
19,113,9
19,282,3
19,283,10
19,284,8
19,285,10
19,286,7
19,261,8
20,287,8
20,288,8
20,202,6
20,289,2
20,290,6
20,291,7
20,292,9
20,293,7
20,294,8
20,295,8
20,296,9
20,113,8
20,297,4
20,298,8
20,299,9
20,283,10
20,285,10
20,262,10
21,35,9
21,300,8
21,193,5
21,301,4
21,302,7
21,303,10
21,304,8
21,305,10
21,25,8
21,306,9
21,307,9
21,308,8
21,108,8
21,309,8
21,310,7
21,45,8
21,188,9
21,311,1
21,57,7
22,101,10
22,238,9
22,192,9
22,312,8
22,313,8
22,177,10
22,7,9
22,252,10
22,53,10
22,314,8
22,113,8
22,315,10
23,1,8
23,316,5
23,289,6
23,317,10
23,318,9
23,319,8
23,204,10
23,244,10
23,320,8
23,7,10
23,321,10
23,322,8
23,254,9
23,323,10
23,324,7
23,40,7
23,325,9
23,326,8
23,327,3
23,328,5
23,283,10
24,329,9
24,330,8
24,59,10
24,137,9
24,104,9
24,331,8
24,140,8
24,53,7
24,108,7
24,332,8
24,333,7
24,113,8
24,282,8
24,334,4
24,259,7
24,335,7
24,336,7
24,337,7
25,287,10
25,1,10
25,34,5
25,338,10
25,290,10
25,242,7
25,339,7
25,203,10
25,340,10
25,244,10
25,341,10
25,342,10
25,343,10
25,292,10
25,269,9
25,344,10
25,294,10
25,345,8
25,346,9
25,347,10
25,348,10
25,349,10
25,350,10
25,351,10
25,352,10
25,353,10
25,354,10
25,285,7
26,341,8
26,49,8
26,355,10
26,356,9
26,357,10
26,212,5
